Zone_ID,Precipitation,Humidity,Temperature,Wind,Num_Fires,Date
1.0,24.03692,67.99029,16.308329,18.936844,0,20150325
2.0,18.131983,73.18806,14.795426,16.20161,0,20150325
3.0,16.892761,70.30514,16.660748,14.575125,0,20150325
4.0,34.601925,73.747665,15.691283,26.154257,0,20150325
5.0,16.348688,74.18867,15.9752,16.407087,0,20150325
6.0,46.617302,85.8743,14.304528,15.181868,0,20150325
7.0,50.538387,82.453514,14.566888,16.845783,0,20150325
8.0,66.17919,79.82432,13.447443,24.214272,0,20150325
1.0,0.011935763,63.95736,16.98777,7.468593,0,20150326
2.0,0.013198762,59.29891,16.341747,9.4833145,0,20150326
3.0,0.040966902,65.30015,16.920229,16.278313,0,20150326
4.0,0.047787443,77.02071,16.128117,14.776439,0,20150326
5.0,0.0021442273,66.5707,16.59341,9.112963,0,20150326
6.0,0.3066544,74.00097,15.955296,11.590753,0,20150326
7.0,0.49123067,75.7105,15.490412,15.239721,0,20150326
8.0,0.21814372,78.87197,14.564281,17.966959,0,20150326
1.0,13.326174,90.1183,10.877412,10.859767,0,20150327
2.0,11.491527,92.83253,9.228728,4.959881,0,20150327
3.0,18.850502,90.24853,10.942909,10.502546,0,20150327
4.0,21.760742,94.86451,10.603708,25.494452,0,20150327
5.0,21.418415,91.218,11.264273,7.9511013,0,20150327
6.0,19.69146,92.6641,11.526332,7.357113,0,20150327
7.0,7.6107364,88.612465,11.545427,8.790265,0,20150327
8.0,17.197847,93.992134,10.1713915,21.224558,0,20150327
1.0,13.132455,65.47366,11.498716,18.72891,0,20150328
2.0,12.78043,70.60455,8.939901,16.539707,0,20150328
3.0,23.16218,68.74753,12.328866,14.797019,0,20150328
4.0,46.4887,83.36631,11.801667,13.844777,0,20150328
5.0,22.208248,68.84245,11.157799,18.314499,0,20150328
6.0,15.4471855,76.02582,10.841559,24.601315,0,20150328
7.0,9.101725,67.30444,12.086116,17.513988,0,20150328
8.0,27.87158,80.18907,11.57393,19.616234,0,20150328
1.0,0.015498363,52.593075,13.606494,10.264884,0,20150329
2.0,0.00970389,58.52376,12.041034,10.641847,0,20150329
3.0,0.1611234,60.8547,13.485805,14.003166,0,20150329
4.0,1.2848052,78.42313,11.795955,16.753727,0,20150329
5.0,0.0,51.645733,13.683928,10.364377,0,20150329
6.0,0.0007180496,49.712875,13.12667,15.430049,0,20150329
7.0,0.09340452,53.07049,13.758654,17.029377,0,20150329
8.0,1.0410639,72.941246,11.822435,16.23673,0,20150329
1.0,0.0,60.797283,12.537659,16.265297,0,20150330
2.0,0.0,57.190353,11.506998,14.593889,0,20150330
3.0,0.0073533366,60.57015,14.000954,13.828557,0,20150330
4.0,0.09700672,62.396126,14.074483,15.08883,0,20150330
5.0,0.0,51.310402,14.693865,13.88834,0,20150330
6.0,0.0,44.455894,15.215584,18.274748,0,20150330
7.0,0.0,49.544903,14.489334,18.793917,0,20150330
8.0,0.029190022,61.023266,14.11774,18.602386,0,20150330
1.0,2.6399908,76.76514,13.798694,13.734907,0,20150331
2.0,3.0601375,81.307205,12.232883,14.087162,0,20150331
3.0,3.2793796,85.41219,13.515366,14.759549,0,20150331
4.0,0.86966187,82.74951,14.476671,15.929463,0,20150331
5.0,0.06865122,63.057423,16.9372,13.410075,0,20150331
6.0,0.14854982,60.892506,17.132364,15.243004,0,20150331
7.0,1.6127737,73.338486,14.796088,18.776606,0,20150331
8.0,1.5768821,78.70968,15.039023,16.229893,0,20150331
8.0,0.08253422,78.96747,13.777856,22.927685,0,20150401
4.0,0.06308021,81.84603,13.303013,21.450302,0,20150401
7.0,0.015974266,68.25285,15.482036,18.398804,0,20150401
3.0,0.26649365,80.27065,14.018798,15.632147,0,20150401
6.0,0.00047723748,56.65571,18.273746,10.784571,0,20150401
2.0,0.17330773,71.36853,14.076002,11.002372,0,20150401
5.0,0.01369199,55.55855,18.527317,10.928812,0,20150401
1.0,0.3029053,68.27203,15.60224,15.217902,1,20150401
1.0,0.16802835,64.67282,13.629917,12.742296,0,20150402
2.0,0.7880674,67.956345,12.773293,8.437118,0,20150402
3.0,0.6404637,69.92182,14.594906,8.627784,0,20150402
4.0,1.384048,76.27976,14.505537,9.224671,0,20150402
5.0,0.0015781854,56.074116,14.058463,9.39206,0,20150402
6.0,0.0014212298,59.806236,13.561601,9.766448,0,20150402
7.0,0.1573471,64.70123,14.467064,10.8929205,0,20150402
8.0,0.6168424,74.77052,13.603368,11.840399,0,20150402
1.0,0.053112827,53.42593,14.916868,19.18596,0,20150403
2.0,0.01504809,50.56377,14.107641,11.962322,0,20150403
3.0,0.029058067,57.278244,14.996307,10.39546,0,20150403
4.0,0.15173799,68.80411,13.852927,14.990299,0,20150403
5.0,0.0026322783,52.52846,14.912294,16.281786,0,20150403
6.0,0.0,48.634518,15.311078,15.39301,0,20150403
7.0,0.0059420923,52.162014,15.7938,13.514191,0,20150403
8.0,0.020776043,64.267525,14.282436,13.8703,0,20150403
8.0,0.009187701,61.528965,11.717455,15.584555,0,20150404
4.0,0.010958221,58.862015,13.061381,19.189133,0,20150404
7.0,0.026364053,54.23675,12.980821,11.797484,0,20150404
3.0,0.010981172,57.686382,13.775009,12.122355,0,20150404
6.0,4.0630716e-06,52.65454,12.668988,10.335126,1,20150404
2.0,0.0,58.997826,12.014038,7.696982,0,20150404
5.0,0.0,52.78505,12.4929495,9.694877,0,20150404
1.0,0.0,58.83232,12.077132,10.0517845,1,20150404
