Zone_ID,Precipitation,Humidity,Temperature,Wind,Num_Fires,Date
1.0,8.019109,69.57463,11.395202,13.579059,0,20130325
2.0,8.897886,85.33894,8.780128,18.413406,0,20130325
3.0,4.1565537,78.24074,13.202332,14.430113,0,20130325
4.0,4.6640663,78.01828,13.70386,14.916314,0,20130325
5.0,2.9557183,61.245426,13.011164,13.2196045,0,20130325
6.0,2.1177115,63.679417,13.716645,23.35996,0,20130325
7.0,2.5146585,70.56704,13.196076,21.796448,0,20130325
8.0,2.6436446,74.82173,13.184935,22.512829,0,20130325
1.0,21.556622,70.6781,10.869736,12.125938,0,20130326
2.0,21.723753,82.03327,8.671536,8.3892145,0,20130326
3.0,19.96948,82.648964,11.606341,13.536537,0,20130326
4.0,29.606775,81.06254,12.286146,17.791801,0,20130326
5.0,6.487939,66.672,12.068981,7.1486,0,20130326
6.0,3.3010354,75.24132,12.649333,11.96287,0,20130326
7.0,11.716162,75.83851,11.959762,14.364008,0,20130326
8.0,21.77267,78.86071,12.098878,21.36689,0,20130326
1.0,18.101248,68.878174,12.242305,8.728193,0,20130327
2.0,25.506582,77.03464,10.34283,11.800152,0,20130327
3.0,12.690145,79.89342,12.757553,10.741343,0,20130327
4.0,3.3403413,77.85533,14.463618,10.142655,0,20130327
5.0,6.366225,69.09659,12.32566,8.970558,0,20130327
6.0,2.4795606,77.70083,12.488459,11.280528,0,20130327
7.0,7.9667087,75.19526,12.713746,13.010464,0,20130327
8.0,2.1757576,74.62479,14.060428,13.496453,0,20130327
1.0,8.251544,86.166794,14.137611,7.8850546,0,20130328
2.0,7.2773438,79.66358,13.968411,11.178794,0,20130328
3.0,1.5932314,64.53626,17.68186,9.865178,0,20130328
4.0,0.23797554,64.07567,18.129444,8.188655,0,20130328
5.0,5.0062366,82.376205,12.823528,7.428817,0,20130328
6.0,2.6146028,80.69872,14.39835,11.537791,0,20130328
7.0,1.3704098,72.377914,16.474255,11.794158,0,20130328
8.0,0.40964225,66.53991,17.347889,9.358504,0,20130328
1.0,1.5242448,57.64433,18.47806,10.468862,0,20130329
2.0,0.33740047,53.69384,17.952951,12.344338,0,20130329
3.0,0.0393094,52.40379,20.301788,10.799981,0,20130329
4.0,0.0041393,50.904057,20.84773,12.466259,0,20130329
5.0,0.8170023,62.842815,17.394289,10.86415,0,20130329
6.0,0.030011049,64.30434,17.178425,12.143464,0,20130329
