Date,Zone_ID,Precipitation,Humidity,Temperature,Wind,Num_Fires
2010-08-28,4,0.0011571826,51.500805,30.143227,11.581613,5
2010-08-29,4,0.0,58.09938,27.77389,8.906028,3
2010-08-30,4,0.5934064,67.94986,25.73238,11.844241,0
2010-08-31,4,0.9625761,67.03761,23.106245,8.24995,0
2010-09-01,4,2.822339,40.871292,23.049404,10.031171,0
2010-09-02,4,0.0,47.04139,24.670965,12.596759,1
2010-09-03,4,3.6380303,94.86489,21.610643,16.55521,0
2010-09-04,4,50.44989,87.13488,20.614103,8.347625,0
2010-09-05,4,0.8463066,73.94373,23.091934,9.689756,0
2010-09-06,4,0.29040715,65.16621,24.42183,8.3194475,0
2010-09-07,4,0.0008343547,51.56389,26.08146,11.063154,2
2010-09-08,4,0.0016620993,58.58941,27.09571,13.824185,0
2010-09-09,4,6.36278,72.330574,23.984571,8.472256,0
2010-09-10,4,38.21805,86.914406,20.665794,10.596489,0
2010-09-11,4,22.08745,88.04362,16.87277,6.045924,0
2010-09-12,4,9.628799,75.91319,21.927242,7.804287,0
2010-09-13,4,1.4629444,77.93132,22.051361,7.951136,0
2010-09-14,4,0.36033976,74.50644,21.2512,12.540783,0
2010-09-15,4,3.5279088,64.636795,22.563696,10.223882,1
2010-09-16,4,2.0390244,66.914566,22.29784,7.9737325,0
2010-09-17,4,0.021932896,55.113174,24.65137,12.751666,0
2010-09-18,4,0.00083436386,42.22834,26.262075,11.479072,0
2010-09-19,4,0.0,57.183563,26.936962,8.118927,0
2010-09-20,4,0.018720781,68.11611,21.934702,7.860136,0
2010-09-21,4,0.00083436386,59.072292,23.11134,6.592206,0
2010-09-22,4,0.0,65.172646,23.353058,7.483693,0
2010-09-23,4,20.795538,69.43285,21.269064,8.325398,0
2010-09-24,4,0.72388625,71.73323,21.864641,10.170322,0
2010-09-25,4,16.094631,97.66953,18.309921,13.383425,0
2010-09-26,4,13.224533,77.842316,20.29657,15.610296,0
2010-09-27,4,0.12600696,48.353428,22.49812,9.319531,0
2010-09-28,4,0.42935905,82.1082,21.000961,6.816974,0
2010-09-29,4,0.11112016,71.813416,20.160917,10.79069,0
2010-09-30,4,0.69612986,71.96344,20.139666,8.65898,0
2010-10-01,4,0.0038929477,67.30825,20.184464,7.4041815,0
2010-10-02,4,0.0064918445,72.80624,20.913918,6.415138,0
2010-10-03,4,0.014612907,69.91688,21.981604,9.779099,0
2010-10-04,4,0.0996895,66.122925,22.710674,12.349519,0
2010-10-05,4,0.021454994,57.01469,25.3985,10.758133,0
2010-10-06,4,0.0,77.21323,22.290081,9.3727,0
2010-10-07,4,0.09753631,61.468094,21.51968,13.426128,0
2010-10-08,4,0.013944859,78.40118,20.965738,8.016351,0
2010-10-09,4,0.24808353,77.34919,16.82511,8.858195,0
2010-10-10,4,0.11266196,68.5681,17.831627,9.260026,0
2010-10-11,4,15.356281,94.64271,19.132874,6.117811,0
2010-10-12,4,4.982296,90.48458,20.066658,16.005005,0
2010-10-13,4,14.849197,97.2797,18.283138,9.4588175,0
2010-10-14,4,34.10247,82.747314,19.660114,9.074578,0
2010-10-15,4,26.771065,92.99939,17.750116,12.820226,0
2010-10-16,4,7.6646547,84.51029,19.228405,14.527292,0
2010-10-17,4,0.54381,84.26084,19.041672,4.627418,0
2010-10-18,4,10.563749,92.96735,13.390069,10.494522,0
2010-10-19,4,77.3597,96.87279,12.844879,20.316135,0
2010-10-20,4,40.180088,85.06526,16.379654,19.431023,0
2010-10-21,4,0.46467686,79.994225,17.842134,5.3297296,0
2010-10-22,4,0.18962836,51.993004,17.633715,10.970419,0
2010-10-23,4,0.026465667,65.930756,18.04812,5.5891194,0
2010-10-24,4,0.3496375,71.11117,16.49599,6.748746,0
2010-10-25,4,20.724075,99.56582,15.095177,11.301645,0
2010-10-26,4,7.8691726,84.17096,14.940238,13.014634,0
2010-10-27,4,13.688868,78.58742,13.583974,7.965236,0
2010-10-28,4,19.131126,73.88973,13.711632,8.244266,0
2010-10-29,4,0.0061624064,68.66093,15.632288,5.800326,0
2010-10-30,4,0.032786667,74.54474,16.739544,7.463234,0
2010-10-31,4,0.104220144,74.31851,17.401222,11.572609,0
2011-03-25,4,0.04903034,56.542103,14.745999,9.025924,0
2011-03-26,4,0.016658606,61.38284,13.575933,13.280979,0
